NAME,APPROX_COST(FOR TWO PEOPLE) ($),RATE,DISH_LIKED,ONLINE_ORDER,BOOK_TABLE
Citrus Cafe - Lemon Tree Hotel,"1,900",3.8 out of 5,Breakfast Buffet,0,0
Keys Cafe - Keys Hotel,"1,200",2.8 out of 5,"Salads, Coffee, Breakfast Buffet, Halwa, Chicken Biryani, Lunch Buffet, Noodles",0,0
Southern Spice,"1,200",3.0 out of 5,"Raita, Lassi, Appam, Halwa",0,1
Paprica,"1,200",2.6 out of 5,"Mocktails, Gulab Jamun, Chilli Chicken, Biryani, Lunch Buffet",1,0
Elements - Mapple Express,600,2.9 out of 5,"Noodles, Salad",0,0
Mega Bite,"1,100",3.6 out of 5,"Breakfast Buffet, Paratha, Rice",0,1
Breads and Banter,400,4.2 out of 5,"Tea, Pizza, New York Cheesecake, Hot Chocolate, Sunday Brunch",0,1
Onesta,600,4.3 out of 5,"Pasta, Virgin Mojito, Mousse, Barbeque Chicken Pizza, Cappuccino, Wedges, Thin Crust Pizza",1,1
Chai Galli,300,4.2 out of 5,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Sandwiches",1,0
Mugs N Burgers,600,4.0 out of 5,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake",1,1
Refresh,500,3.2 out of 5,"Poha, Masala Tea, Sandwiches, Pav Bhaji, Coffee, Egg Roll, Omelette",1,1
Madouk Cafe,500,4.0 out of 5,"Shawarma, Tea, Coffee, Chai",0,0
Biggies Burger 'n' More,650,4.0 out of 5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",1,0
Cafe Coffee Day,900,2.3 out of 5,Coffee,0,0
An Egg Story,600,4.1 out of 5,"Healthy Breakfast, English Breakfast, Caesar Salad, Burgers, Enchiladas, Sunday Brunch, Omelette",0,0
Bloomsbury's Global Kitchen & Bakehouse,900,4.5 out of 5,"Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger",1,1
Enchanted Garden,"1,400",4.3 out of 5,"Burgers, Pav Bhaji, Paneer Tikka, Salad, Sandwiches, Pasta, Pizza",1,1
Cafe Thulp,"1,000",3.4 out of 5,"Burgers, Pasta Alfredo, Pork Burger, Pizza",1,0
Oregano Soul Food,700,4.1 out of 5,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",1,0
The Chocolate Heaven,600,3.1 out of 5,"Waffles, Pizza, Coffee, Burgers, Hot Chocolate, Fries, Pancakes",1,0
Chai Mania,300,2.8 out of 5,"Ginger Tea, Paratha, Poha, Chai, Chaai",1,0
Whitefield Baking Company - Bengaluru Marriott Hotel...,400,3.9 out of 5,"Coffee, Opera Pastry, Masala Tea",0,0
Spice Boulevard,700,3.9 out of 5,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine",0,0
Empire Restaurant,400,3.5 out of 5,"Roti, Shawarma, Tandoori Chicken, Paratha, Egg Noodles",1,0
Midnight Mania,700,3.8 out of 5,"Veggie Pizza, Pasta, Peri Peri Pizza, Garlic Bread, Margherita Pizza",1,0
Buddha Treats,600,4.2 out of 5,"Momos, Chilli Chicken, Sweet Corn Chicken Soup, Wonton Soup, Crispy Noodle, Chicken Garlic Noodle",1,0
La-Pizza,450,3.6 out of 5,"Pasta, Burgers, Farm Pizza, Fries",1,0
DinePost9,450,3.8 out of 5,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun",1,0
Fish Chain,250,3.8 out of 5,Biryani,1,0
Night Food Joint,500,2.8 out of 5,"Paratha, Noodles",1,0
Roti Ghar Ki,400,4.0 out of 5,"Chole, Paratha, Rajma",1,0
Techies Kitchen,400,3.6 out of 5,"Chicken Biryani, Aloo Paratha",1,0
Imperio Restaurant,700,4.2 out of 5,"Hyderabadi Biryani, Chicken Kebab, Corn Paratha, Chicken Dosa, Butter Chicken, Fish, Malabari Biryani",1,1
BITEBOX,300,4.4 out of 5,"Biryani, Sandwich, Thali, Roti, Shahi Paneer",1,0
Tandoor Box,850,3.5 out of 5,"Dal Makhani, Butter Chicken, Tandoori Momos",1,0
Eatzgreen,500,3.8 out of 5,"Paratha, Thali",1,0
Biryani Day,500,3.7 out of 5,"Tandoori Chicken, Chicken Boneless Biryani, Paneer Biryani",1,0
Cafe Coffee Day,650,3.6 out of 5,"Coffee, Cappuccino, Sandwiches, Chocolate Fantasy, Tea, Nachos, Brownie",1,0
Dehati Murgee,600,4.0 out of 5,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken",1,0
Refresh,400,3.6 out of 5,"Poha, Vada Pav, Tea, Sandwiches, Chicken Sandwich, French Omelette, French Fries",1,0
MealsTree,400,3.6 out of 5,Chana Daal,1,0
Treatley,500,3.3 out of 5,"Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",1,0
Game Of Tandoors,400,3.7 out of 5,"Rabri, Naan, Chaap, Raita, Tandoori Chicken, Tangdi Kabab, Dal Makhani",1,0
Mojo Pizza - 2X Toppings,600,4.3 out of 5,"Chicken Wings, Garlic Bread, Cheesy Pizza, Chocolava Cake, Paneer Tikka Pizza, Chicken Tikka Pizza, House Pizza",1,0
Yo! Chow,800,4.4 out of 5,"Noodles, Garlic Butter Noodle, Momos, Chicken Soup, Vanilla Ice Cream, Mocktails, Jasmine Tea",1,1
Kanti Sweets,400,4.2 out of 5,"Mysore Pak, Ladoo, Rasgulla",1,0
Food Zone,300,3.4 out of 5,"Roti, Fish Fry, Egg Noodles",1,0
Udupi Grand Veg,450,3.0 out of 5,"Chole, Roti, Vada",1,0
Village Restaurant,"1,000",3.5 out of 5,"Naan, Kulcha, Panneer Butter Masala, Appam, Malabari Biryani, Tea, Al Faham Chicken",1,0
The Bahubali,800,3.5 out of 5,"Paratha, Kulcha, Biryani, Dal Makhani",1,1
Alpha - House of Biryani & Tandoor,800,3.3 out of 5,"Raita, Paneer Biryani",1,0
Dilli Darbar,500,3.4 out of 5,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan",1,0
McDonald's,500,3.0 out of 5,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee",1,0
Handi Biryani,300,3.9 out of 5,"Dum Biryani, Hyderabadi Biryani",1,0
Food Mood,350,3.7 out of 5,Liti Chokha,1,0
InnerChef,500,3.7 out of 5,"Salads, Butter Chicken Roll, Chocolate Cake, Dal Makhani, Brownie, Paratha, Pasta",1,0
Dock Frost'd,400,4.6 out of 5,"Kala Jamun, Fruit Shake, Waffles, Chocolate Dessert",1,0
Tandoori Junction,400,3.9 out of 5,Tandoori Chicken,1,0
Dil Punjabi,300,2.6 out of 5,Paratha,1,0
Kerala Tiffin,300,3.9 out of 5,Appam,1,0
The Bawarchi,700,2.6 out of 5,"Hyderabadi Biryani, Roti, Chicken Dum Biryani, Pepper Chicken, Chicken Masala, Gongura Chicken, Veg Platter",1,0
Eat Eroo - Bombay Vada Pav,150,4.0 out of 5,"Dabeli, Pav Bhaji, Cheese Vada Pav",1,0
Damodar Seth,600,3.1 out of 5,"Thali, Fish Fry, Alur Dom, Aalo Bhaja",1,0
BOX8- Desi Meals,500,4.2 out of 5,"Paratha, Chicken Tikka Biryani, Basmati Rice, Rajma, Dal Makhani",1,0
Ande Ka Funda,250,3.3 out of 5,Paratha,1,0
Satakarni,650,3.1 out of 5,Chicken Biryani,1,0
Lassi Corner,250,3.3 out of 5,"Sandwiches, Lassi, Berry Delight, Faluda, Oreo Shake",1,0
Orbis Restaurant,750,3.9 out of 5,"Chicken Biryani, Burgers, Halwa, Shawarma Roll, Malabari Biryani, Noodles, Barbeque Chicken",1,1
Domino's Pizza,800,3.0 out of 5,"Pizza, Garlic Bread",1,0
Cream Stone,500,4.1 out of 5,"Waffles, Vanilla Ice Cream, Hot Chocolate Fudge, Coffee, Brownie, Tiramisu, Chocolava",1,0
The Waffcake Legacy,350,4.0 out of 5,"Waffles, Pancakes, Liti Chokha, Ginger Tea, Maggi, Hot Chocolate, Chaat",1,0
Warm Oven,500,4.0 out of 5,Chocolate Cake,1,0
Kesar Sweet Shop and Fast Food,500,4.1 out of 5,"Chole Bhature, Jalebi, Chaat, Puri Sabzi, Buttermilk, Dhokla, Panipuri",0,0
Breads and Banter,400,4.2 out of 5,"Tea, Pizza, New York Cheesecake, Hot Chocolate, Sunday Brunch",0,1
Imperia Restaurant,500,2.4 out of 5,"Chicken Grill, Biryani",1,0
Kaati Zone,350,3.3 out of 5,"Rolls, Falafel, Biryani, Paratha",1,0
The Paratha Company,400,4.2 out of 5,"Kheer, Dhaniya Chutney, Paneer Parantha, Sattu Paratha, Aloo Paratha, Liti Chokha, Salad",1,0
Enchanted Garden,"1,400",4.3 out of 5,"Burgers, Pav Bhaji, Paneer Tikka, Salad, Sandwiches, Pasta, Pizza",1,1
Imperial Restaurant,700,3.7 out of 5,"Mutton Roganjosh, Shawarma, Chicken Biryani, Raita, Chicken Kebab, Tandoori Chicken, Butter Naan",1,0
Chatora,300,3.5 out of 5,"Chole Bhature, Paratha, Veg Thali, Poori Bhaji, Chaat, Chhole Bhature",1,0
Firangi Bake,600,4.1 out of 5,"Garlic Bread, Minced Chicken Lasagne",1,0
FreshMenu,450,3.2 out of 5,"Salads, Noodles, Salad, Pizza, Pasta, Mousse, Sandwiches",1,0
Meghana Foods Grand,600,4.2 out of 5,"Andhra Thali, Veg Thali, Lollipop Biryani, Chicken Boneless Biryani, Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani",1,0
Burger King,600,3.9 out of 5,"Burgers, Fries",1,0
Foodism,300,4.1 out of 5,"Poha, Nachos, Sweet Lassi, Aloo Paratha, Chole Bhature, Paneer Parantha, Palak Paneer",1,0
HOMMS,300,4.5 out of 5,"Tandoori Momos, Pasta, Afghani Momos, Chicken Wings, Roasted Chilli",1,0
Salem Kitchen,550,3.4 out of 5,"Chicken Sukha, Butter Chicken, Panneer Butter Masala, Masala Prawn, Chicken Curry, Biryani, Paratha",0,0
Pizza Hut,750,3.7 out of 5,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta",1,0
Artinci Artisanal Ice Cream,300,4.0 out of 5,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",1,0
Amanthrana Gardenia,800,3.8 out of 5,"Neer Dosa, Biryani, Chicken Curry, Murgh Ghee Roast, Manchow Soup, Chicken Sukha",1,0
M.M.A. Kabab's & Biriyani Center,400,3.2 out of 5,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls",1,0
Samosa Singh,200,4.0 out of 5,"Veg Platter, Chicken Kebab Roll, Chai, Aloo Samosa, Chicken Samosa",1,0
The Early bell,300,3.9 out of 5,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti",1,0
Faasos,500,4.0 out of 5,"Chicken Wrap, Rolls, Veggie Wrap, Paneer Wrap, Meatballs, Paratha, Chicken Roll",1,0
Maria Taste Circle,450,3.9 out of 5,"Appam, Paratha, Crab Masala, Tea, Mutton Stew, Fish, Chicken Masala",1,0
Punjabi Tasty Khana,450,3.1 out of 5,"Panneer Butter Masala, Paratha, Vegetable Biryani",1,0
Maa Bhook Lagi,400,4.0 out of 5,"Kheer, Raita, Custard, Rajma Chawal, Gulab Jamun, Aloo Paratha, Chole",1,0
Chatpatlal Sweets & Snacks,200,4.2 out of 5,"Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Thali, Dhokla",1,0
Shan-e-Punjabi Express,400,3.1 out of 5,Chicken Biryani,1,0
Paradise,800,3.9 out of 5,"Chicken Biryani, Mutton Biryani, Vegetable Biryani, Mutton Seekh Kebab, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani",1,1
Le Gateau - The Cake Shop,600,4.4 out of 5,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",1,0
Corner House Ice Cream,400,4.5 out of 5,"Ice Cream Sundae, Fruit Salad, Hot Chocolate Fudge, Brownie, Chocolate Mousse, Chocolate Icecreams, Almond Fudge",1,0
Stonelicious,300,4.1 out of 5,"Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake",1,0
Udupi Delux,400,2.6 out of 5,"Ginger Tea, Roti, Dal Tadka, Naan, Rava Masala Dosa",0,0
Kritunga Restaurant,650,2.9 out of 5,"Bhindi Fry, Paneer Biryani, Bamboo Chicken, Vegetable Biryani, Mushroom Biryani, Sweet Corn Soup, Butter Naan",0,0
Rekha Restaurant,450,3.6 out of 5,"Fish, Paratha, Fried Rice",0,0
Cold Stone Creamery,400,4.3 out of 5,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee",1,0
Foodies Delight,400,3.8 out of 5,"Sandwich, Gujarati Food, Pav Bhaji, Tea, Thali, Panipuri",1,0
Ovenstory Pizza,750,4.1 out of 5,"Chocolava, Paneer Pizza",1,0
Biggies Burger 'n' More,650,3.8 out of 5,"Burgers, Fries, Mojito, Coffee, Hot Dog, American Cheese Burger",1,0
TBC - The Breakfast Company,150,3.8 out of 5,"Poha, Aloo Paratha",1,0
Shanmukha,800,4.0 out of 5,"Raita, Chicken Biryani, Mutton Biryani, Vegetable Biryani, Chicken Curry, Prawn, Gulab Jamun",1,0
Office Lunch Box,200,3.7 out of 5,"Chicken Curry, Biryani",1,0
Desi Khana,300,3.4 out of 5,"Dal Makhani, Paneer Thali",1,0
Mast Kalandar,450,2.4 out of 5,"Chaat, Buttermilk, Paneer Bhurji, Gaon Ki Thali, Paratha, Gulab Jamun, Chole",0,0
Onesta,600,4.6 out of 5,"Mojito, Pasta, Bbq Chicken Pizza, Butter Chicken Pizza, Farmhouse Pizza, Ricotta Ravioli, Roast Chicken Pizza",1,1
U.P. Dhaba,350,2.8 out of 5,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature",1,0
KFC,400,2.8 out of 5,"Hot Wings, Burgers, Fries",1,0
Windy- Taste Of Home,300,3.6 out of 5,"Thali, Biryani, Aloo Paratha",1,1
Dunkin' Donuts,550,4.0 out of 5,"Donut, Burgers, Eclair, Hot Chocolate",1,0
Brew and Barbeque - A Microbrewery Pub,"1,400",4.7 out of 5,"Bbq Platter, Craft Beer, Cocktails, Nachos, Pizza, Cosmopolitan, Wheat Beer",1,1
Al-Bek,300,3.6 out of 5,Mutton Biryani,1,0
Punjabi Twist,300,4.1 out of 5,"Thali, Salad, Palak Paneer, Chicken Curry, Butter Chicken, Buttermilk, Shahi Paneer",1,0
Sidewalk - The Garden Bar,"1,300",4.5 out of 5,"Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn",1,1
Chaat Street,250,4.1 out of 5,"Chaat, Pav Bhaji, Tea, Samosa, Vada Pav, Panipuri, Bhel Puri",1,0
Thalassery Restaurant,500,3.0 out of 5,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry",1,0
North Wale Restaurant,800,2.9 out of 5,Tandoori Chicken,0,0
An Egg Story,600,4.1 out of 5,"Healthy Breakfast, English Breakfast, Caesar Salad, Burgers, Enchiladas, Sunday Brunch, Omelette",0,0
Radha Rani,400,3.3 out of 5,"Fish, Veg Thali, Biryani",1,0
Chickpet Donne Biryani House,600,3.7 out of 5,"Donne Biryani, Chicken Biryani, Mutton Biryani",1,0
Sorse,750,4.0 out of 5,"Fish, Prawn Malai Curry, Mishti Doi, Dhokar Dalna, Biryani, Mutton Kosha, Malpua",1,1
Nizam's Biryani House,"1,000",3.9 out of 5,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha",1,0
Le Charcoal,600,3.9 out of 5,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish",1,1
Galito's,"1,000",4.6 out of 5,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Peri Fries, Mocktails, Paneer Burger",1,1
Delhi Walle,300,3.9 out of 5,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri",1,0
Lassi Corner,300,3.7 out of 5,"Lassi, Brownie, Faluda, Kulfi, Coffee",1,0
Delhi Kitchen,400,2.9 out of 5,Paratha,1,0
Nandighosha,400,3.6 out of 5,"Fish Curry, Dal Makhani, Khichda, Chicken Handi",1,0
Coastal Hub,700,4.0 out of 5,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry",1,1
Andhra Biryanis,700,4.0 out of 5,Biryani,1,0
Suryawanshi,700,4.1 out of 5,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi",1,0
9D Foods,400,4.0 out of 5,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk",1,0
Behrouz Biryani,650,3.9 out of 5,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",1,0
The Fat Chef,"1,400",4.1 out of 5,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse",1,1
Bloomsbury's Global Kitchen & Bakehouse,900,4.5 out of 5,"Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger",1,1
New Paratha Corner,350,3.9 out of 5,"Rice, Paratha, Thali",1,0
The Egg Factory,750,4.0 out of 5,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette",1,0
Daily Sushi,900,3.8 out of 5,"Sushi, Ramen, Noodles",1,0
Punjabi Kitchen,400,3.6 out of 5,"Butter Naan, Paratha, Kulcha, Butter Chicken, Shawarma, Roti, Thali",1,0
Bahar Cafe,750,4.0 out of 5,"Chicken Biryani, Hyderabadi Biryani, Butter Naan, Vegetable Biryani, Ulvacharu Biryani, Mutton Biryani, Raita",1,1
Boondock Bistro,900,4.0 out of 5,"Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta",1,1
Sri Udupi Park,500,3.1 out of 5,"Benne Dosa, Idli Vada, Biryani, Cheese Masala Dosa, Filter Coffee, Paper Plain Dosa",1,0
Healthie,600,3.9 out of 5,"Sandwiches, Rice Bowl, Chicken Grill",1,0
Cakesta,500,4.1 out of 5,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry",1,0
Mani's Dum Biryani,750,3.9 out of 5,"Raita, Dum Biryani, Chicken Kebab Biryani",1,0
Rayalaseema Chefs,800,3.9 out of 5,"Bamboo Chicken, Butter Naan, Mutton Biryani, Paneer Pakora, Chicken Pot Biryani, Ulvacharu Biryani, Jowar Roti",1,1
Bangaliana,600,3.6 out of 5,"Rasgulla, Mutton Kosha, Luchi, Fish Cutlet, Aloo Posto, Alur Dom, Thali",1,0
Litti House,300,3.9 out of 5,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti",1,0
Sherlock's Pub,"1,500",3.5 out of 5,"Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger",1,1
Leon Grill,450,4.0 out of 5,"Burgers, Fries, Chicken Jumbo Burger, Salads, Jumbo Royale Burger, Peri Peri Wrap, Peri Peri Chicken Burger",1,0
Green Hyderabad Biryani House,800,3.8 out of 5,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Chicken Boneless Biryani",1,0
Cafesta,550,4.3 out of 5,"Burgers, Waffles, Coffee, Chocolava, Pasta, Chocolate Cake, Brownie",1,0
Nagas,500,3.5 out of 5,"Biryani, Chilli Chicken",1,0
Taste Of India Family Restaurant,400,3.4 out of 5,"Mutton Biryani, Roti",1,0
Hyderabad Biryaani House,550,3.5 out of 5,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani",1,0
Chefactory Gold by Flechazo,700,3.7 out of 5,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms",1,0
Chulha Chauki Da Dhaba,"1,000",4.1 out of 5,"Jal-jeera, Stuffed Kulcha, Punjabi Chicken Masala, Tandoori Chicken, Egg Curry, Sweet Lassi, Dal Makhani",1,0
RoadHouse Grill,450,3.8 out of 5,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill",1,0
Chai Point,250,3.8 out of 5,"Banana Cake, Chai, Lemon Tea, Ginger Tea, Masala Tea",1,0
You Mee,"2,000",4.7 out of 5,"Ramen, Sushi Bar, Pork Dumplings, Prawn, Maki Roll, Japanese Green Tea, Thai Red Curry",1,0
Akshara,"1,000",4.0 out of 5,"Fry Prawns, Biryani, Andhra Thali, Neer Dosa, Kokum Juice, Masala Prawn, Brinjal Curry",1,0
Foxtrot,"1,200",4.4 out of 5,"Cocktails, Mocktails, Mai Thai, Murgh Platter, Pizza, Soya Chaap, Keema Samosa",1,1
Just Shawarma,300,3.8 out of 5,"French Fries, Whole Meat Shawarma, Chicken Shawarama",1,0
BIB-Breakfast in the Box,600,3.7 out of 5,"French Fries, Burgers, English Breakfast, Pancakes, Corn Sandwich, Chicken Burger, Bacon Fry",1,0
Mugs N Burgers,600,4.0 out of 5,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake",1,1
nu.tree,400,4.3 out of 5,"Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani",1,0
Hyderabad Chefs,800,4.0 out of 5,"Bamboo Chicken, Hyderabadi Biryani, Ulvacharu Biryani, Spring Roll, Tandoori Chicken, Vegetable Biryani, Pot Biryani",1,0
Dil Se Dilli,700,3.8 out of 5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",1,0
Rajdhani Thali Restaurant,900,3.8 out of 5,"Veg Thali, Aamras, Samosa, Buttermilk, Dal Bati Churma, Rajdhani Thali, Dhokla",1,1
Barkaas,"1,000",4.3 out of 5,"Fish, Falafel, Mutton Shorba, Biryani, Pita Bread, Chicken Steak, Kunafa",1,1
Khan Saheb Grills and Rolls,350,3.8 out of 5,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti",1,0
Simhapuri Kitchen,800,4.0 out of 5,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken",1,1
Bobacha,300,4.1 out of 5,"Waffles, Fruit Tea, Pearl Milk Tea",1,0
Punjab Grill,"2,000",4.9 out of 5,"Kadai Paneer, Kulfi, Kadhai Paneer, Dahi Kebab, Butter Chicken, Murgh Lababdar, Lunch Buffet",1,0
Biryani Kitchen,450,4.3 out of 5,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",1,0
Odisha Platter,350,3.8 out of 5,"Mutton Thali, Mutton Curry, Veg Thali",1,0
Goli Vada Pav No. 1,200,3.7 out of 5,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",1,0
Desi Bites,250,3.9 out of 5,Paratha,1,0
Keventers,400,3.6 out of 5,"Milk Shake, Thick Shakes",1,0
@ Biryani Central,550,2.7 out of 5,"Hyderabadi Biryani, Mutton Biryani, Dal Fry",1,0
Bangalore Mandarin,"1,100",4.2 out of 5,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Clear Soup, Fish, Rice Noodles",1,0
Masala Chai,250,4.1 out of 5,"Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich",1,0
Oliver's Pub & Diner,"1,500",3.9 out of 5,"Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles",1,1
Biriyani Zone,800,3.9 out of 5,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani",1,0
New Punjabi Tasty Khana,400,3.0 out of 5,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",1,0
Glen's Bakehouse,600,4.2 out of 5,"Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate",1,1
Chin Chin by The Biere Club,"1,500",4.2 out of 5,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",1,1
Stoner,500,4.3 out of 5,"Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate",1,0
NH8,800,4.1 out of 5,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",1,1
Toscano,"1,500",4.3 out of 5,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Sea Food",1,1
Real Fresh Dosa Corner,200,4.2 out of 5,"Plain Dosa, Palak Dosa, Mushroom Dosa",1,0
Tall Blonde French,400,3.7 out of 5,"French Fries, Peri Peri Fries",1,0
Chai Mania,300,2.8 out of 5,"Ginger Tea, Paratha, Poha, Chai, Chaai",1,0
New Tandoori Point,600,2.4 out of 5,"Biryani, Tandoori Chicken",1,0
East Delicious,600,4.0 out of 5,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa",1,0
Rolls Plaza,200,3.7 out of 5,"Rolls, Rice, Biryani",1,0
Dhaba Estd 1986 Delhi,"1,100",4.4 out of 5,"Mutton Curry, Lassi, Dal Makhani, Chicken Butter Masala, Pav Bhaji, Chicken Curry, Paneer Tikka",1,1
Suchithra Biryani House,500,4.0 out of 5,"Chicken Guntur, Hyderabadi Biryani, Ghee Roast Biryani, Chicken Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani, Raita",1,0
Hind Ka Chulah,600,3.7 out of 5,"Biryani, Tandoori Chicken, Tandoori Roti, Chicken Tikka, Paratha, Salad, Raita",1,0
Vegtaurant,300,3.7 out of 5,Paratha,1,0
Kapoor's Cafe,800,4.2 out of 5,"Paratha, Matka Lassi, Rabri, Masala Soda, Chaach, Veg Kolhapuri, Punjabi Lassi",0,0
The Dhaba,900,2.7 out of 5,"Paratha, Vegetarian, Makke Ki Roti, Curd Rice, Chicken Biryani, Malai Kofta, Sweet Lassi",0,1
Marigold Fine Dine Restaurant,"1,500",4.0 out of 5,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",0,1
Flavours Radha Hometel,800,3.5 out of 5,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",0,1
Bhagini IRIS,600,3.6 out of 5,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala",0,0
Bhagini Kitchen And Bar,"1,100",3.8 out of 5,Biryani,0,0
Apsara Ice Cream,200,4.0 out of 5,Guava Ice Cream,0,0
Sai Foods,200,4.1 out of 5,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti",0,0
